1,Bitcoin,BTC,$1211789250,$105.00,11540850,https://coinmarketcap.com/currencies/bitcoin/
2,Litecoin,LTC,$54533789,$2.69,20240430,https://coinmarketcap.com/currencies/litecoin/
3,XRP,XRP,$34518516,$0.004415,7817889792,https://coinmarketcap.com/currencies/ripple/
4,Namecoin,NMC,$4222475,$0.673050,6273643,https://coinmarketcap.com/currencies/namecoin/
5,Peercoin,PPC,$3159446,$0.158550,19927126,https://coinmarketcap.com/currencies/peercoin/
6,Feathercoin,FTC,$2001730,$0.152250,13147650,https://coinmarketcap.com/currencies/feathercoin/
7,Novacoin,NVC,$1799905,$5.15,349764,https://coinmarketcap.com/currencies/novacoin/
8,Primecoin,XPM,$1351774,$0.883155,1530619,https://coinmarketcap.com/currencies/primecoin/
9,Terracoin,TRC,$655735,$0.180600,3630870,https://coinmarketcap.com/currencies/terracoin/
10,Devcoin,DVC,$286725,$0.000057,5056869888,https://coinmarketcap.com/currencies/devcoin/
11,Digitalcoin,DGC,$212140,$0.030987,6846204,https://coinmarketcap.com/currencies/digitalcoin/
12,Freicoin,FRC,$158240,$0.006616,23917574,https://coinmarketcap.com/currencies/freicoin/
13,WorldCoin,WDC,$126982,$0.008190,15504492,https://coinmarketcap.com/currencies/worldcoin/
14,Yacoin,YAC,$115933,$0.021000,5520628,https://coinmarketcap.com/currencies/yacoin/
15,Megacoin,MEC,$93484,$0.005924,15780250,https://coinmarketcap.com/currencies/megacoin/
16,Mincoin,MNC,$87569,$0.070052,1250067,https://coinmarketcap.com/currencies/mincoin/
17,Ixcoin,IXC,$85023,$0.005784,14698514,https://coinmarketcap.com/currencies/ixcoin/
18,Infinitecoin,IFC,$80005,$0.000001,70605864960,https://coinmarketcap.com/currencies/infinitecoin/
19,Bullion,CBX,$75823,$0.128100,591904,https://coinmarketcap.com/currencies/bullion/
20,Phoenixcoin,PXC,$71820,$0.020681,3472800,https://coinmarketcap.com/currencies/phoenixcoin/
21,GoldCoin,GLC,$52649,$0.002052,25661660,https://coinmarketcap.com/currencies/goldcoin/
22,BBQCoin,BQC,$47035,$0.002110,22285962,https://coinmarketcap.com/currencies/bbqcoin/
23,Fastcoin,FST,$40527,$0.002364,17146848,https://coinmarketcap.com/currencies/fastcoin/
24,CHNCoin,CNC,$37533,$0.007140,5256730,https://coinmarketcap.com/currencies/chncoin/
25,Luckycoin,LKY,$26555,$0.004479,5928440,https://coinmarketcap.com/currencies/luckycoin/
26,Franko,FRK,$21159,$0.467233,45285,https://coinmarketcap.com/currencies/franko/
27,Bytecoin,BTE,$17336,$0.018686,927750,https://coinmarketcap.com/currencies/bytecoin-bte/
28,BitBar,BTB,$15577,$3.15,4945,https://coinmarketcap.com/currencies/bitbar/
29,Anoncoin,ANC,$14968,$0.039900,375133,https://coinmarketcap.com/currencies/anoncoin/
30,Bottlecaps,CAP,$14703,$0.020998,700194,https://coinmarketcap.com/currencies/bottlecaps/
31,Argentum,ARG,$12398,$0.031606,392278,https://coinmarketcap.com/currencies/argentum/
32,CraftCoin,CRC,$11206,$0.120107,93302,https://coinmarketcap.com/currencies/craftcoin/
33,Bitgem,BTG,$10888,$0.589108,18481,https://coinmarketcap.com/currencies/bitgem/
34,AlphaCoin,ALF,$10672,$0.001050,10164050,https://coinmarketcap.com/currencies/alphacoin/
35,Krugercoin,KGC,$9408,$0.001001,9401490,https://coinmarketcap.com/currencies/krugercoin/
36,Lebowskis,LBW,$9327,$0.015259,611238,https://coinmarketcap.com/currencies/lebowskis/
37,CasinoCoin,CSC,$7668,$0.003744,2047850,https://coinmarketcap.com/currencies/casinocoin/
38,Emerald Crypto,EMD,$6647,$0.004420,1503755,https://coinmarketcap.com/currencies/emerald/
39,Spots,SPT,$6638,$0.013559,489559,https://coinmarketcap.com/currencies/spots/
40,Memecoin,MEM,$6190,$0.000241,25673450,https://coinmarketcap.com/currencies/memecoin/
41,XenCoin,XNC,$5307,$0.000033,159515856,https://coinmarketcap.com/currencies/xencoin/
42,GlobalCoin,GLC,$5293,$0.000370,14320700,https://coinmarketcap.com/currencies/globalcoin/
43,StableCoin,SBC,$4134,$0.000978,4229055,https://coinmarketcap.com/currencies/stablecoin/
44,Nibble,NBL,$3958,$0.004201,942154,https://coinmarketcap.com/currencies/nibble/
45,Doubloons,DBL,$2749,$0.005087,540490,https://coinmarketcap.com/currencies/doubloons/
46,Hypercoin,HYC,$2503,$0.004887,512150,https://coinmarketcap.com/currencies/hypercoin/
47,Elacoin,ELC,$1895,$0.084105,22533,https://coinmarketcap.com/currencies/elacoin/
48,EZCoin,EZC,$1559,$0.000241,6466571,https://coinmarketcap.com/currencies/ezcoin/
49,Junkcoin,JKC,$1447,$0.000219,6621350,https://coinmarketcap.com/currencies/junkcoin/
