1,Bitcoin,BTC,$111373421488,$6411.27,17371512,https://coinmarketcap.com/currencies/bitcoin/
2,Ethereum,ETH,$21798477538,$211.34,103144056,https://coinmarketcap.com/currencies/ethereum/
3,XRP,XRP,$20340485947,$0.505913,40205508733,https://coinmarketcap.com/currencies/ripple/
4,Bitcoin Cash,BCH,$9308507868,$533.34,17453200,https://coinmarketcap.com/currencies/bitcoin-cash/
5,Stellar,XLM,$5181330322,$0.273605,18937256481,https://coinmarketcap.com/currencies/stellar/
6,EOS,EOS,$4933410534,$5.44,906245118,https://coinmarketcap.com/currencies/eos/
7,Litecoin,LTC,$3036597315,$51.36,59118088,https://coinmarketcap.com/currencies/litecoin/
8,Cardano,ADA,$1982925939,$0.076481,25927070538,https://coinmarketcap.com/currencies/cardano/
9,Monero,XMR,$1761826015,$106.38,16562300,https://coinmarketcap.com/currencies/monero/
10,Tether,USDT,$1690145466,$0.990462,1706421736,https://coinmarketcap.com/currencies/tether/
11,TRON,TRX,$1499795750,$0.022811,65748111645,https://coinmarketcap.com/currencies/tron/
12,Dash,DASH,$1350880073,$160.10,8437465,https://coinmarketcap.com/currencies/dash/
13,IOTA,MIOTA,$1341983467,$0.482809,2779530283,https://coinmarketcap.com/currencies/iota/
14,Binance Coin,BNB,$1238145869,$9.47,130799315,https://coinmarketcap.com/currencies/binance-coin/
15,NEO,NEO,$1039030948,$15.99,65000000,https://coinmarketcap.com/currencies/neo/
16,Ethereum Classic,ETC,$981540127,$9.26,105962198,https://coinmarketcap.com/currencies/ethereum-classic/
17,NEM,XEM,$837228680,$0.093025,8999999999,https://coinmarketcap.com/currencies/nem/
18,Tezos,XTZ,$800017517,$1.32,607489041,https://coinmarketcap.com/currencies/tezos/
19,Zcash,ZEC,$674479716,$129.34,5214819,https://coinmarketcap.com/currencies/zcash/
20,VeChain,VET,$562420739,$0.010142,55454734800,https://coinmarketcap.com/currencies/vechain/
21,Bitcoin Gold,BTG,$513179735,$29.60,17337974,https://coinmarketcap.com/currencies/bitcoin-gold/
22,Maker,MKR,$508544512,$698.33,728228,https://coinmarketcap.com/currencies/maker/
23,OmiseGO,OMG,$447958479,$3.19,140245398,https://coinmarketcap.com/currencies/omisego/
24,0x,ZRX,$379869906,$0.695571,546126430,https://coinmarketcap.com/currencies/0x/
25,Dogecoin,DOGE,$369745351,$0.003162,116945854633,https://coinmarketcap.com/currencies/dogecoin/
26,Decred,DCR,$345597401,$39.28,8798867,https://coinmarketcap.com/currencies/decred/
27,Qtum,QTUM,$341299401,$3.83,89028992,https://coinmarketcap.com/currencies/qtum/
28,Ontology,ONT,$337743400,$1.63,207016949,https://coinmarketcap.com/currencies/ontology/
29,Lisk,LSK,$305488606,$2.73,112042485,https://coinmarketcap.com/currencies/lisk/
30,Aeternity,AE,$269249170,$1.16,233020472,https://coinmarketcap.com/currencies/aeternity/
31,Zilliqa,ZIL,$267697389,$0.033877,7902143771,https://coinmarketcap.com/currencies/zilliqa/
32,Bitcoin Diamond,BCD,$261266550,$1.70,153756875,https://coinmarketcap.com/currencies/bitcoin-diamond/
33,Basic Attention Token,BAT,$255774543,$0.255775,1000000000,https://coinmarketcap.com/currencies/basic-attention-token/
34,BitShares,BTS,$252428658,$0.094500,2671200000,https://coinmarketcap.com/currencies/bitshares/
35,Nano,NANO,$241564476,$1.81,133248289,https://coinmarketcap.com/currencies/nano/
36,Bytecoin,BCN,$236835656,$0.001287,184066828814,https://coinmarketcap.com/currencies/bytecoin-bcn/
37,Pundi X,NPXS,$229540112,$0.001610,142603994148,https://coinmarketcap.com/currencies/pundi-x/
38,ICON,ICX,$225609932,$0.582322,387431340,https://coinmarketcap.com/currencies/icon/
39,Siacoin,SC,$220746727,$0.005858,37679831499,https://coinmarketcap.com/currencies/siacoin/
40,DigiByte,DGB,$215092922,$0.019481,11041428664,https://coinmarketcap.com/currencies/digibyte/
41,Steem,STEEM,$211109318,$0.744921,283398154,https://coinmarketcap.com/currencies/steem/
42,Verge,XVG,$196168899,$0.012930,15172086051,https://coinmarketcap.com/currencies/verge/
43,Bytom,BTM,$185439317,$0.184977,1002499275,https://coinmarketcap.com/currencies/bytom/
44,Populous,PPT,$182431327,$3.43,53252246,https://coinmarketcap.com/currencies/populous/
45,Aurora,AOA,$178872142,$0.027341,6542330148,https://coinmarketcap.com/currencies/aurora/
46,Chainlink,LINK,$178372678,$0.509636,350000000,https://coinmarketcap.com/currencies/chainlink/
47,Waves,WAVES,$172718011,$1.73,100000000,https://coinmarketcap.com/currencies/waves/
